,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
4524,win,Jim Miller  Joe Lauzon,0  0,91  35,1  0,2  3,Lightweight,U-DEC,3,5:00,"
              UFC 155: Dos Santos vs Velasquez II
            "
4525,win,Constantinos Philippou  Tim Boetsch,0  1,28  25,0  2,0  0,Middleweight,KO/TKO  Punches,3,2:11,"
              UFC 155: Dos Santos vs Velasquez II
            "
4526,win,Yushin Okami  Alan Belcher,0  0,20  6,1  0,0  2,Middleweight,U-DEC,3,5:00,"
              UFC 155: Dos Santos vs Velasquez II
            "
4527,win,Derek Brunson  Chris Leben,0  0,41  40,4  0,1  0,Middleweight,U-DEC,3,5:00,"
              UFC 155: Dos Santos vs Velasquez II
            "
4528,win,Eddie Wineland  Brad Pickett,1  0,90  67,0  0,0  0,Bantamweight,S-DEC,3,5:00,"
              UFC 155: Dos Santos vs Velasquez II
            "
4529,win,Erik Perez  Byron Bloodworth,1  0,40  8,0  0,0  0,Bantamweight,KO/TKO  Punches,1,3:50,"
              UFC 155: Dos Santos vs Velasquez II
            "
4530,win,Jamie Varner  Melvin Guillard,0  0,32  57,7  0,1  1,Lightweight,S-DEC,3,5:00,"
              UFC 155: Dos Santos vs Velasquez II
            "
4531,win,Myles Jury  Michael Johnson,0  0,56  6,3  0,1  0,Lightweight,U-DEC,3,5:00,"
              UFC 155: Dos Santos vs Velasquez II
            "
4532,win,Todd Duffee  Philip De Fries,1  0,20  7,0  1,0  0,Heavyweight,KO/TKO  Punches,1,2:04,"
              UFC 155: Dos Santos vs Velasquez II
            "
4533,win,Max Holloway  Leonard Garcia,1  0,120  89,0  2,0  0,Featherweight,S-DEC,3,5:00,"
              UFC 155: Dos Santos vs Velasquez II
            "
4534,win,John Moraga  Chris Cariaso,0  0,26  39,2  1,1  0,Flyweight,SUB  Guillotine Choke,3,1:11,"
              UFC 155: Dos Santos vs Velasquez II
            "
4535,win,Roy Nelson  Matt Mitrione,1  0,23  13,0  0,0  0,Heavyweight,KO/TKO  Punch,1,2:58,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4536,win,Colton Smith  Mike Ricci,0  0,15  9,7  0,1  0,Welterweight,U-DEC,3,5:00,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4537,win,Pat Barry  Shane del Rosario,1  0,11  14,0  1,0  2,Heavyweight,KO/TKO  Punch,2,0:26,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4538,win,Dustin Poirier  Jonathan Brookins,0  0,35  26,0  0,1  0,Featherweight,SUB  D'Arce Choke,1,4:15,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4539,win,Mike Pyle  James Head,1  0,9  13,0  0,0  0,Welterweight,KO/TKO  Knee,1,1:55,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4540,win,Johnny Bedford  Marcos Vinicius,2  0,34  4,1  0,0  1,Bantamweight,KO/TKO  Punch,2,1:00,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4541,win,Rustam Khabilov  Vinc Pichel,0  0,13  0,5  0,0  0,Lightweight,KO/TKO  Slam,1,2:15,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4542,win,TJ Waldburger  Nick Catone,1  0,13  10,1  1,4  0,Welterweight,SUB  Triangle Choke,2,1:04,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4543,win,Hugo Viana  Reuben Duran,3  0,22  8,0  0,0  0,Bantamweight,KO/TKO  Punch,1,4:05,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4544,win,Mike Rio  John Cofer,0  0,30  31,4  0,1  0,Lightweight,SUB  Armbar,3,4:11,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4545,win,Tim Elliott  Jared Papazian,1  0,36  36,7  0,4  0,Flyweight,U-DEC,3,5:00,"
              The Ultimate Fighter: Team Carwin vs. Team Nelson Finale
            "
4546,win,Ross Pearson  George Sotiropoulos,2  0,50  34,0  1,0  0,Lightweight,KO/TKO  Punch,3,0:41,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4547,win,Robert Whittaker  Brad Scott,1  0,83  55,0  1,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4548,win,Norman Parke  Colin Fletcher,0  0,42  56,6  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4549,win,Hector Lombard  Rousimar Palhares,2  0,24  6,0  0,0  0,Middleweight,KO/TKO  Punches,1,3:38,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4550,win,Chad Mendes  Yaotzin Meza,1  0,10  2,0  0,0  0,Featherweight,KO/TKO  Punch,1,1:55,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4551,nc  nc,Igor Pokrajac  Joey Beltran,0  0,48  65,0  0,0  0,Light Heavyweight,Overturned,3,5:00,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4552,win,Mike Pierce  Seth Baczynski,0  0,16  34,6  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4553,win,Ben Alloway  Manuel Rodriguez,1  0,16  4,0  3,0  0,Welterweight,KO/TKO  Kick,1,4:57,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4554,win,Mike Wilkinson  Brendan Loughnane,0  1,54  75,1  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4555,win,Cody Donovan  Nick Penner,1  1,19  7,1  0,0  0,Light Heavyweight,KO/TKO  Punch,1,4:35,"
              UFC on FX: Sotiropoulos vs Pearson
            "
4556,win,Benson Henderson  Nate Diaz,1  0,124  30,8  0,0  2,Lightweight,U-DEC,5,5:00,"
              UFC on FOX: Henderson vs Diaz
            "
4557,win,Alexander Gustafsson  Mauricio Rua,0  0,72  41,6  1,0  1,Light Heavyweight,U-DEC,3,5:00,"
              UFC on FOX: Henderson vs Diaz
            "
4558,win,Rory MacDonald  BJ Penn,0  0,116  24,1  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FOX: Henderson vs Diaz
            "
4559,win,Matt Brown  Mike Swick,1  0,25  9,1  0,2  0,Welterweight,KO/TKO  Punches,2,2:31,"
              UFC on FOX: Henderson vs Diaz
            "
4560,win,Yves Edwards  Jeremy Stephens,1  0,8  5,0  0,0  0,Lightweight,KO/TKO  Punch,1,1:55,"
              UFC on FOX: Henderson vs Diaz
            "
4561,win,Raphael Assuncao  Mike Easton,0  0,57  30,0  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC on FOX: Henderson vs Diaz
            "
4562,win,Ramsey Nijem  Joe Proctor,1  0,49  21,5  0,0  4,Lightweight,U-DEC,3,5:00,"
              UFC on FOX: Henderson vs Diaz
            "
4563,win,Daron Cruickshank  Henry Martinez,1  0,52  21,0  0,0  0,Lightweight,KO/TKO  Kick,2,2:57,"
              UFC on FOX: Henderson vs Diaz
            "
4564,win,Abel Trujillo  Marcus LeVesseur,1  0,57  9,1  2,2  0,Lightweight,KO/TKO  Knees,2,3:56,"
              UFC on FOX: Henderson vs Diaz
            "
4565,win,Dennis Siver  Nam Phan,0  0,128  24,2  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC on FOX: Henderson vs Diaz
            "
4566,win,Scott Jorgensen  John Albert,0  0,12  5,0  0,1  1,Bantamweight,SUB  Rear Naked Choke,1,4:59,"
              UFC on FOX: Henderson vs Diaz
            "
4567,win,Georges St-Pierre  Carlos Condit,0  1,71  36,7  0,0  0,Welterweight,U-DEC,5,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4568,win,Johny Hendricks  Martin Kampmann,1  0,3  0,0  0,0  0,Welterweight,KO/TKO  Punch,1,0:46,"
              UFC 154: St-Pierre vs Condit
            "
4569,win,Francis Carmont  Tom Lawlor,0  0,34  20,0  2,1  2,Middleweight,S-DEC,3,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4570,win,Rafael Dos Anjos  Mark Bocek,0  0,54  19,4  0,0  1,Lightweight,U-DEC,3,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4571,win,Pablo Garza  Mark Hominick,0  1,83  39,2  1,1  0,Featherweight,U-DEC,3,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4572,win,Patrick Cote  Alessio Sakara,0  1,14  24,0  0,0  0,Middleweight,DQ,1,1:26,"
              UFC 154: St-Pierre vs Condit
            "
4573,win,Cyrille Diabate  Chad Griggs,1  0,6  2,2  1,1  0,Light Heavyweight,SUB  Rear Naked Choke,1,2:24,"
              UFC 154: St-Pierre vs Condit
            "
4574,win,John Makdessi  Sam Stout,0  0,84  63,0  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4575,win,Antonio Carvalho  Rodrigo Damm,0  0,48  50,0  0,0  0,Featherweight,S-DEC,3,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4576,win,Matthew Riddle  John Maguire,0  0,45  37,1  0,0  2,Welterweight,U-DEC,3,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4577,win,Ivan Menjivar  Azamat Gashimov,0  0,6  4,0  1,1  0,Bantamweight,SUB  Armbar,1,2:44,"
              UFC 154: St-Pierre vs Condit
            "
4578,win,Darren Elkins  Steven Siler,0  0,44  15,6  0,6  1,Featherweight,U-DEC,3,5:00,"
              UFC 154: St-Pierre vs Condit
            "
4579,win,Cung Le  Rich Franklin,1  0,8  12,0  0,0  0,Middleweight,KO/TKO  Punch,1,2:17,"
              UFC Macao: Franklin vs Le
            "
4580,nc  nc,Thiago Silva  Stanislav Nedkov,0  1,62  18,1  0,1  0,Light Heavyweight,Overturned,3,1:45,"
              UFC Macao: Franklin vs Le
            "
4581,win,Dong Hyun Kim  Paulo Thiago,0  0,22  2,3  0,2  0,Welterweight,U-DEC,3,5:00,"
              UFC Macao: Franklin vs Le
            "
4582,win,Takanori Gomi  Mac Danzig,1  0,54  64,1  2,0  1,Lightweight,S-DEC,3,5:00,"
              UFC Macao: Franklin vs Le
            "
4583,win,Jon Tuck  Zhang Tiequan,0  0,36  40,0  2,2  0,Lightweight,U-DEC,3,5:00,"
              UFC Macao: Franklin vs Le
            "
4584,win,Takeya Mizugaki  Jeff Hougland,0  0,63  14,4  1,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC Macao: Franklin vs Le
            "
4585,win,Alex Caceres  Motonobu Tezuka,0  0,64  22,0  2,0  0,Bantamweight,S-DEC,3,5:00,"
              UFC Macao: Franklin vs Le
            "
4586,win,John Lineker  Yasuhiro Urushitani,0  0,77  62,0  0,0  0,Flyweight,U-DEC,3,5:00,"
              UFC Macao: Franklin vs Le
            "
4587,win,Riki Fukuda  Tom DeBlass,0  0,85  44,3  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC Macao: Franklin vs Le
            "
4588,win,Anderson Silva  Stephan Bonnar,1  0,19  12,0  0,0  0,Light Heavyweight,KO/TKO  Knee,1,4:40,"
              UFC 153: Silva vs Bonnar
            "
4589,win,Antonio Rodrigo Nogueira  Dave Herman,1  0,20  13,1  2,3  0,Heavyweight,SUB  Armbar,2,4:31,"
              UFC 153: Silva vs Bonnar
            "
4590,win,Glover Teixeira  Fabio Maldonado,1  0,85  10,3  0,1  0,Light Heavyweight,KO/TKO,2,5:00,"
              UFC 153: Silva vs Bonnar
            "
4591,win,Jon Fitch  Erick Silva,0  0,82  19,6  2,2  2,Welterweight,U-DEC,3,5:00,"
              UFC 153: Silva vs Bonnar
            "
4592,win,Phil Davis  Wagner Prado,0  0,29  2,5  0,2  0,Light Heavyweight,SUB  Anaconda Choke,2,4:29,"
              UFC 153: Silva vs Bonnar
            "
4593,win,Demian Maia  Rick Story,0  0,5  3,3  0,1  0,Welterweight,SUB  Rear Naked Choke,1,2:30,"
              UFC 153: Silva vs Bonnar
            "
4594,win,Rony Jason  Sam Sicilia,0  0,46  39,1  1,1  0,Featherweight,KO/TKO  Punch,2,4:16,"
              UFC 153: Silva vs Bonnar
            "
4595,win,Gleison Tibau  Francisco Trinaldo,0  1,36  45,5  0,2  2,Lightweight,U-DEC,3,5:00,"
              UFC 153: Silva vs Bonnar
            "
4596,win,Diego Brandao  Joey Gambino,1  0,33  39,3  0,0  1,Featherweight,U-DEC,3,5:00,"
              UFC 153: Silva vs Bonnar
            "
4597,win,Sergio Moraes  Renee Forte,0  0,16  26,4  0,1  0,Welterweight,SUB  Rear Naked Choke,3,3:10,"
              UFC 153: Silva vs Bonnar
            "
4598,win,Chris Camozzi  Luiz Cane,0  0,97  55,0  1,0  1,Middleweight,U-DEC,3,5:00,"
              UFC 153: Silva vs Bonnar
            "
4599,win,Cristiano Marcello  Reza Madadi,0  0,72  77,0  3,0  0,Lightweight,S-DEC,3,5:00,"
              UFC 153: Silva vs Bonnar
            "
4600,win,Antonio Silva  Travis Browne,1  0,15  8,0  0,0  0,Heavyweight,KO/TKO  Punch,1,3:27,"
              UFC on FX: Browne vs Bigfoot
            "
4601,win,Jake Ellenberger  Jay Hieron,0  0,25  32,2  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FX: Browne vs Bigfoot
            "
4602,win,John Dodson  Jussier Formiga,2  0,33  9,0  0,0  0,Flyweight,KO/TKO  Punch,2,4:35,"
              UFC on FX: Browne vs Bigfoot
            "
4603,win,Justin Edwards  Josh Neer,0  0,6  0,0  0,1  0,Welterweight,SUB  Guillotine Choke,1,0:45,"
              UFC on FX: Browne vs Bigfoot
            "
4604,win,Michael Johnson  Danny Castillo,1  1,17  17,0  0,0  1,Lightweight,KO/TKO  Punch,2,1:06,"
              UFC on FX: Browne vs Bigfoot
            "
4605,win,Mike Pierce  Aaron Simpson,1  1,10  28,0  1,0  1,Welterweight,KO/TKO  Punch,2,0:29,"
              UFC on FX: Browne vs Bigfoot
            "
4606,win,Marcus LeVesseur  Carlo Prater,0  0,53  42,3  0,0  3,Lightweight,S-DEC,3,5:00,"
              UFC on FX: Browne vs Bigfoot
            "
4607,win,Jacob Volkmann  Shane Roller,0  0,8  0,1  0,2  0,Lightweight,SUB  Rear Naked Choke,1,2:38,"
              UFC on FX: Browne vs Bigfoot
            "
4608,win,Diego Nunes  Bart Palaszewski,2  0,61  37,3  0,0  2,Featherweight,U-DEC,3,5:00,"
              UFC on FX: Browne vs Bigfoot
            "
4609,win,Darren Uyenoyama  Phil Harris,0  0,7  10,0  2,2  0,Flyweight,SUB  Rear Naked Choke,2,3:38,"
              UFC on FX: Browne vs Bigfoot
            "
4610,win,Stefan Struve  Stipe Miocic,0  0,57  48,0  1,0  0,Heavyweight,KO/TKO  Punches,2,3:50,"
              UFC on FUEL TV: Struve vs Miocic
            "
4611,win,Dan Hardy  Amir Sadollah,0  0,65  61,3  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Struve vs Miocic
            "
4612,win,Brad Pickett  Yves Jabouin,1  0,14  26,0  0,0  0,Bantamweight,KO/TKO  Punch,1,3:40,"
              UFC on FUEL TV: Struve vs Miocic
            "
4613,win,Matt Wiman  Paul Sass,0  0,3  6,0  1,2  0,Lightweight,SUB  Armbar,1,3:48,"
              UFC on FUEL TV: Struve vs Miocic
            "
4614,win,John Hathaway  John Maguire,0  0,41  13,1  1,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Struve vs Miocic
            "
4615,win,Che Mills  Duane Ludwig,0  0,8  2,2  0,0  0,Welterweight,KO/TKO,1,2:28,"
              UFC on FUEL TV: Struve vs Miocic
            "
4616,win,Jimi Manuwa  Kyle Kingsbury,1  0,53  28,0  2,1  0,Light Heavyweight,KO/TKO,2,5:00,"
              UFC on FUEL TV: Struve vs Miocic
            "
4617,win,Akira Corassani  Andy Ogle,0  1,45  52,0  1,0  0,Featherweight,S-DEC,3,5:00,"
              UFC on FUEL TV: Struve vs Miocic
            "
4618,win,Brad Tavares  Tom Watson,0  0,83  65,5  0,0  0,Middleweight,S-DEC,3,5:00,"
              UFC on FUEL TV: Struve vs Miocic
            "
4619,win,Gunnar Nelson  DaMarques Johnson,0  0,9  1,1  0,2  0,Catch Weight,SUB  Rear Naked Choke,1,3:34,"
              UFC on FUEL TV: Struve vs Miocic
            "
4620,win,Robert Peralta  Jason Young,1  0,7  2,0  0,0  0,Featherweight,KO/TKO  Punch,1,0:23,"
              UFC on FUEL TV: Struve vs Miocic
            "
4621,win,Jon Jones  Vitor Belfort,1  0,65  16,1  0,1  1,Light Heavyweight,SUB  Keylock,4,0:54,"
              UFC 152: Jones vs Belfort
            "
4622,win,Demetrious Johnson  Joseph Benavidez,0  0,77  44,5  0,0  2,Flyweight,S-DEC,5,5:00,"
              UFC 152: Jones vs Belfort
            "
4623,win,Michael Bisping  Brian Stann,0  0,64  57,4  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC 152: Jones vs Belfort
            "
4624,win,Matt Hamill  Roger Hollett,0  0,94  26,6  0,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC 152: Jones vs Belfort
            "
4625,win,Cub Swanson  Charles Oliveira,1  0,9  6,0  1,0  0,Featherweight,KO/TKO  Punch,1,2:40,"
              UFC 152: Jones vs Belfort
            "
4626,win,Vinny Magalhaes  Igor Pokrajac,0  0,15  8,1  1,2  0,Light Heavyweight,SUB  Armbar,2,1:14,"
              UFC 152: Jones vs Belfort
            "
4627,win,TJ Grant  Evan Dunham,0  0,164  160,0  3,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 152: Jones vs Belfort
            "
4628,win,Sean Pierson  Lance Benoist,0  1,74  91,0  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC 152: Jones vs Belfort
            "
4629,win,Marcus Brimage  Jimy Hettes,1  0,111  87,0  2,0  0,Featherweight,U-DEC,3,5:00,"
              UFC 152: Jones vs Belfort
            "
4630,win,Seth Baczynski  Simeon Thoresen,1  0,15  17,0  0,0  0,Welterweight,KO/TKO  Punch,1,4:10,"
              UFC 152: Jones vs Belfort
            "
4631,win,Mitch Gagnon  Walel Watson,1  0,5  1,0  0,1  0,Bantamweight,SUB  Rear Naked Choke,1,1:09,"
              UFC 152: Jones vs Belfort
            "
4632,win,Kyle Noke  Charlie Brenneman,1  0,7  0,0  0,0  0,Welterweight,KO/TKO  Punch,1,0:45,"
              UFC 152: Jones vs Belfort
            "
4633,win,Benson Henderson  Frankie Edgar,0  1,64  66,0  2,1  2,Lightweight,S-DEC,5,5:00,"
              UFC 150: Henderson vs Edgar II
            "
4634,win,Donald Cerrone  Melvin Guillard,1  1,4  10,0  0,0  0,Lightweight,KO/TKO  Kick,1,1:16,"
              UFC 150: Henderson vs Edgar II
            "
4635,nc  nc,Jake Shields  Ed Herman,0  0,33  21,3  1,0  0,Middleweight,Overturned,3,5:00,"
              UFC 150: Henderson vs Edgar II
            "
4636,win,Yushin Okami  Buddy Roberts,0  0,26  15,3  0,0  1,Middleweight,KO/TKO  Punches,2,3:05,"
              UFC 150: Henderson vs Edgar II
            "
4637,win,Max Holloway  Justin Lawrence,1  0,29  32,0  1,0  0,Featherweight,KO/TKO  Punch,2,4:49,"
              UFC 150: Henderson vs Edgar II
            "
4638,win,Dennis Bermudez  Tommy Hayden,0  1,12  6,1  0,2  0,Featherweight,SUB  Guillotine Choke,1,4:43,"
              UFC 150: Henderson vs Edgar II
            "
4639,win,Michael Kuiper  Jared Hamman,2  0,56  61,1  0,0  0,Middleweight,KO/TKO  Punch,2,2:16,"
              UFC 150: Henderson vs Edgar II
            "
4640,win,Erik Perez  Ken Stone,1  0,9  2,0  0,0  0,Bantamweight,KO/TKO  Punch,1,0:17,"
              UFC 150: Henderson vs Edgar II
            "
4641,win,Chico Camus  Dustin Pague,0  0,32  22,2  1,1  1,Bantamweight,U-DEC,3,5:00,"
              UFC 150: Henderson vs Edgar II
            "
4642,win,Nik Lentz  Eiji Mitsuoka,0  0,33  5,4  0,0  0,Featherweight,KO/TKO  Punches,1,3:45,"
              UFC 150: Henderson vs Edgar II
            "
4643,win,Mauricio Rua  Brandon Vera,1  0,68  67,4  1,0  1,Light Heavyweight,KO/TKO  Punches,4,4:09,"
              UFC on FOX: Shogun vs Vera
            "
4644,win,Lyoto Machida  Ryan Bader,1  0,21  7,0  0,0  0,Light Heavyweight,KO/TKO  Punch,2,1:32,"
              UFC on FOX: Shogun vs Vera
            "
4645,win,Joe Lauzon  Jamie Varner,0  1,44  82,2  2,1  1,Lightweight,SUB  Triangle Choke,3,2:44,"
              UFC on FOX: Shogun vs Vera
            "
4646,win,Mike Swick  DaMarques Johnson,0  0,19  17,1  2,0  0,Welterweight,KO/TKO  Punch,2,1:20,"
              UFC on FOX: Shogun vs Vera
            "
4647,win,Nam Phan  Cole Miller,0  0,129  143,0  0,0  0,Featherweight,S-DEC,3,5:00,"
              UFC on FOX: Shogun vs Vera
            "
4648,nc  nc,Phil Davis  Wagner Prado,0  0,4  2,0  0,0  0,Light Heavyweight,CNC,1,1:28,"
              UFC on FOX: Shogun vs Vera
            "
4649,win,Rani Yahya  Josh Grispi,0  0,3  6,1  0,1  0,Featherweight,SUB  North-South Choke,1,3:15,"
              UFC on FOX: Shogun vs Vera
            "
4650,win,Philip De Fries  Oli Thompson,1  0,35  18,2  0,1  0,Heavyweight,SUB  Rear Naked Choke,2,4:16,"
              UFC on FOX: Shogun vs Vera
            "
4651,win,Manvel Gamburyan  Michihiro Omigawa,0  1,52  41,6  0,0  0,Featherweight,U-DEC,3,5:00,"
              UFC on FOX: Shogun vs Vera
            "
4652,win,John Moraga  Ulysses Gomez,1  0,34  16,0  0,0  0,Flyweight,KO/TKO  Elbow,1,3:46,"
              UFC on FOX: Shogun vs Vera
            "
4653,win,Renan Barao  Urijah Faber,0  0,85  60,0  0,0  0,Bantamweight,U-DEC,5,5:00,"
              UFC 149: Faber vs Barao
            "
4654,win,Tim Boetsch  Hector Lombard,0  0,54  26,0  2,0  0,Middleweight,S-DEC,3,5:00,"
              UFC 149: Faber vs Barao
            "
4655,win,Cheick Kongo  Shawn Jordan,0  0,38  15,0  0,0  0,Heavyweight,U-DEC,3,5:00,"
              UFC 149: Faber vs Barao
            "
4656,win,James Head  Brian Ebersole,0  0,37  35,1  1,1  0,Welterweight,S-DEC,3,5:00,"
              UFC 149: Faber vs Barao
            "
4657,nc  nc,Chris Clements  Matthew Riddle,0  0,38  28,0  5,0  1,Welterweight,Overturned,3,2:02,"
              UFC 149: Faber vs Barao
            "
4658,win,Nick Ring  Court McGee,0  0,68  108,0  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC 149: Faber vs Barao
            "
4659,nc  nc,Roland Delorme  Francisco Rivera,0  1,16  52,0  0,0  0,Bantamweight,Overturned  Punch,1,4:19,"
              UFC 149: Faber vs Barao
            "
4660,win,Ryan Jimmo  Anthony Perosh,1  0,2  0,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,0:07,"
              UFC 149: Faber vs Barao
            "
4661,win,Bryan Caraway  Mitch Gagnon,0  0,11  27,3  1,1  0,Bantamweight,SUB  Rear Naked Choke,3,1:39,"
              UFC 149: Faber vs Barao
            "
4662,win,Antonio Carvalho  Daniel Pineda,1  0,10  7,0  0,0  0,Featherweight,KO/TKO  Punch,1,1:11,"
              UFC 149: Faber vs Barao
            "
4663,win,Anton Kuivanen  Mitch Clarke,0  0,29  6,3  3,1  1,Lightweight,S-DEC,3,5:00,"
              UFC 149: Faber vs Barao
            "
4664,win,Chris Weidman  Mark Munoz,1  0,28  0,2  0,2  0,Middleweight,KO/TKO  Elbow,2,1:37,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4665,win,James Te Huna  Joey Beltran,1  0,122  73,3  1,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4666,win,Aaron Simpson  Kenny Robertson,0  0,48  29,6  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4667,win,Francis Carmont  Karlos Vemola,0  0,4  3,0  1,2  2,Middleweight,SUB  Rear Naked Choke,2,1:39,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4668,win,TJ Dillashaw  Vaughan Lee,0  0,3  8,2  0,1  0,Bantamweight,SUB  Rear Naked Choke,1,2:33,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4669,win,Rafael Dos Anjos  Anthony Njokuani,0  0,51  32,6  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4670,win,Alex Caceres  Damacio Page,0  0,9  7,0  2,3  0,Bantamweight,SUB  Triangle Choke,2,1:27,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4671,win,Chris Cariaso  Josh Ferguson,0  0,70  20,3  1,0  0,Flyweight,U-DEC,3,5:00,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4672,win,Andrew Craig  Rafael Natal,1  2,23  73,0  2,0  0,Middleweight,KO/TKO  Kick,2,4:52,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4673,win,Marcelo Guimaraes  Dan Stittgen,0  0,63  49,0  1,0  0,Welterweight,S-DEC,3,5:00,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4674,win,Raphael Assuncao  Issei Tamura,1  0,39  5,0  0,0  0,Bantamweight,KO/TKO  Punch,2,0:25,"
              UFC on FUEL TV: Munoz vs Weidman
            "
4675,win,Anderson Silva  Chael Sonnen,1  0,15  22,0  1,0  0,Middleweight,KO/TKO  Punch,2,1:55,"
              UFC 148: Silva vs Sonnen 2
            "
4676,win,Forrest Griffin  Tito Ortiz,0  0,85  49,0  3,0  0,Light Heavyweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4677,win,Cung Le  Patrick Cote,0  0,55  51,2  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4678,win,Demian Maia  Dong Hyun Kim,0  0,1  8,1  0,0  0,Welterweight,KO/TKO,1,0:47,"
              UFC 148: Silva vs Sonnen 2
            "
4679,win,Chad Mendes  Cody McKenzie,1  0,8  1,0  0,0  0,Featherweight,KO/TKO  Punch,1,0:31,"
              UFC 148: Silva vs Sonnen 2
            "
4680,win,Mike Easton  Ivan Menjivar,0  0,46  40,1  0,0  0,Bantamweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4681,win,Melvin Guillard  Fabricio Camoes,0  0,37  18,1  1,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4682,win,Khabib Nurmagomedov  Gleison Tibau,0  0,25  28,0  1,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4683,win,Constantinos Philippou  Riki Fukuda,0  0,42  44,0  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4684,win,Shane Roller  John Alessio,0  0,31  35,3  0,0  0,Lightweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4685,win,Rafaello Oliveira  Yoislandy Izquierdo,0  0,29  27,4  0,5  0,Lightweight,U-DEC,3,5:00,"
              UFC 148: Silva vs Sonnen 2
            "
4686,win,Rich Franklin  Wanderlei Silva,0  1,122  58,1  0,0  0,Catch Weight,U-DEC,5,5:00,"
              UFC 147: Silva vs Franklin 2
            "
4687,win,Cezar Ferreira  Sergio Moraes,2  0,42  38,0  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC 147: Silva vs Franklin 2
            "
